Id,MS Zoning,Street,Lot Shape,Land Contour,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Sale Type,Lot Frontage,Lot Area,Overall Qual,Year Built,Year Remod/Add,Mas Vnr Area,Total Bsmt SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,SalePrice
2318,RL,Pave,IR1,HLS,Gilbert,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,New,50.0,14859,7,2006,2006,27.0,1670.0,1670,0.0,2,0,7,1,2006.0,3.0,690.0,144,60,240000
2100,RL,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,New,93.0,10481,8,2006,2007,0.0,2140.0,2140,0.0,2,1,8,0,2006.0,3.0,894.0,136,32,360000
1213,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,BrkFace,BrkFace,None,TA,Gd,PConc,TA,TA,Gd,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,85.0,9350,5,1965,1999,0.0,1219.0,1265,0.0,2,0,6,1,1965.0,2.0,502.0,0,92,179900
2046,RL,Pave,IR1,Bnk,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,BLQ,GasA,TA,Y,SBrkr,Ex,Maj1,Gd,None,None,None,None,Y,WD ,138.0,18030,5,1946,1994,0.0,1598.0,3086,0.0,3,0,12,1,1946.0,0.0,0.0,122,0,200500
710,RM,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Grav,Fa,N,SBrkr,TA,Typ,None,None,None,None,None,Y,WD ,50.0,5925,3,1910,1950,0.0,600.0,968,0.0,1,0,6,0,1910.0,0.0,0.0,0,0,37900
2268,RL,Pave,IR1,Lvl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Unf,TA,TA,Y,WD ,63.5,6718,8,2001,2001,86.0,1267.0,1312,0.0,2,0,5,0,2001.0,2.0,471.0,256,28,180500
816,RL,Pave,Reg,Lvl,SawyerW,Norm,Norm,Duplex,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD ,78.9,11855,7,2000,2000,23.0,1168.0,2787,2.0,4,2,8,2,2000.0,4.0,820.0,312,0,269500
1616,RL,Pave,IR1,Lvl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,WD ,80.5,12394,7,2003,2003,0.0,847.0,1733,0.0,2,1,7,1,2003.0,2.0,433.0,100,48,225000
2233,RM,Pave,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Gd,Y,FuseA,Gd,Typ,None,Detchd,Fin,TA,TA,Y,WD ,50.0,7000,6,1940,1950,0.0,720.0,1215,0.0,1,0,6,0,1965.0,2.0,720.0,0,0,141000
439,RL,Pave,IR1,Lvl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,ConLI,87.0,10367,9,2008,2008,284.0,1739.0,1743,1.0,2,0,8,1,2008.0,3.0,927.0,168,45,335000
260,RL,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,None,Gd,Gd,CBlock,Gd,TA,No,GLQ,Rec,GasA,Ex,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,38.0,15240,5,1977,2004,0.0,1026.0,1026,1.0,1,1,5,0,1977.0,1.0,308.0,316,85,150000
2523,RL,Pave,IR1,Low,Veenker,Norm,Norm,1Fam,1Story,Gable,WdShngl,WdShing,Wd Shng,None,Gd,TA,CBlock,Ex,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,68.0,50271,9,1981,1987,0.0,1842.0,1842,2.0,0,1,5,1,1981.0,3.0,894.0,857,72,385000
627,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,WD ,85.0,13600,7,1965,1990,176.0,768.0,1986,0.0,2,1,7,3,1965.0,2.0,486.0,0,42,205000
251,RL,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,WD ,64.0,6762,7,2006,2006,24.0,1187.0,1208,1.0,2,0,6,0,2006.0,2.0,632.0,105,61,206000
2163,RL,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,WD ,63.0,8500,7,2004,2004,106.0,1422.0,1422,0.0,2,0,7,0,2004.0,2.0,626.0,192,60,179600
2819,RL,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Fa,Fa,No,LwQ,Unf,GasA,TA,Y,FuseF,TA,Typ,None,Detchd,Unf,TA,TA,Y,COD,67.0,8877,4,1951,1951,0.0,836.0,1220,0.0,1,0,6,0,1951.0,2.0,396.0,0,0,102000
1025,RL,Pave,IR1,Lvl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,ALQ,LwQ,GasA,TA,Y,SBrkr,Ex,Typ,None,Attchd,RFn,TA,TA,Y,WD ,90.2,15611,5,1977,1977,0.0,1126.0,1126,0.0,2,0,6,0,1977.0,2.0,540.0,180,0,175000
2592,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,VinylSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Min1,None,Attchd,Unf,TA,TA,Y,WD ,70.0,13300,5,1956,2001,0.0,1015.0,1384,1.0,1,0,6,0,2001.0,2.0,896.0,75,0,159000
1491,RL,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,Ex,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Po,Detchd,Unf,TA,TA,Y,WD ,65.0,6500,6,1976,1976,84.0,1127.0,1127,0.0,1,1,6,1,1991.0,2.0,480.0,0,0,135000
2742,RL,Pave,Reg,Lvl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,Fa,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,75.0,9525,6,1954,1972,0.0,994.0,1855,0.0,2,0,7,0,1954.0,1.0,325.0,182,0,136900
2497,RL,Pave,Reg,Lvl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD ,65.0,6993,5,1961,1994,0.0,912.0,1236,0.0,1,0,6,1,1961.0,1.0,288.0,0,0,135000
495,RL,Pave,Reg,Lvl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,82.0,9430,8,1999,1999,673.0,1252.0,2365,1.0,2,1,8,1,1999.0,3.0,856.0,0,128,337000
2528,RL,Pave,IR1,Lvl,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,WD ,76.4,11029,6,1968,1984,220.0,1054.0,2654,1.0,2,1,9,1,1968.0,2.0,619.0,0,65,250000
1033,RL,Pave,IR1,Lvl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,86.3,14311,8,1996,1996,402.0,1236.0,2340,1.0,2,1,9,1,1996.0,3.0,787.0,192,180,306000
764,RL,Pave,Reg,Lvl,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,TA,Gd,CBlock,Gd,Gd,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,None,None,None,None,Y,WD ,60.0,10800,5,1987,1988,0.0,1200.0,1200,3.0,3,0,5,0,1987.0,0.0,0.0,120,0,179000
1165,FV,Pave,Reg,Lvl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Detchd,Unf,TA,TA,Y,WD ,34.0,3604,7,2007,2007,0.0,689.0,1392,0.0,2,0,5,0,2007.0,2.0,540.0,0,102,146000
2037,RM,Pave,Reg,Lvl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,N,WD ,60.0,10320,6,1915,1950,0.0,1138.0,2180,0.0,1,1,7,1,2006.0,2.0,720.0,0,0,161000
113,RL,Pave,IR1,Lvl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,TA,Mn,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,75.1,10603,6,1977,2001,28.0,1610.0,1610,1.0,2,0,6,2,1977.0,2.0,480.0,168,68,205000
1572,RL,Pave,IR1,Lvl,Timber,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,42.0,4084,7,1986,1986,340.0,1277.0,1501,1.0,2,0,6,1,1986.0,2.0,512.0,240,0,241500
2052,RL,Pave,Reg,Lvl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkCmn,TA,Fa,CBlock,TA,TA,Mn,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,61.0,7943,4,1961,1961,192.0,1029.0,1029,1.0,1,0,5,0,1961.0,1.0,261.0,64,0,118500
2702,RL,Pave,IR1,Lvl,ClearCr,Norm,Norm,1Fam,SLvl,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,Rec,GasA,Ex,Y,FuseF,Gd,Min2,None,BuiltIn,Unf,TA,TA,Y,WD ,92.0,6930,5,1958,1958,120.0,1062.0,1352,0.0,1,0,6,0,1958.0,1.0,288.0,168,0,130000
1981,RM,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,WD ,60.0,7200,5,1940,1950,279.0,808.0,1072,0.0,1,0,5,2,1940.0,2.0,379.0,0,0,130000
2335,RL,Pave,IR1,Lvl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,New,82.0,16052,10,2006,2006,734.0,1850.0,2698,1.0,2,1,11,1,2006.0,3.0,736.0,250,0,535000
563,RL,Pave,Reg,Lvl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,65.0,7150,5,1962,1962,60.0,912.0,912,0.0,1,0,6,0,1962.0,1.0,252.0,0,0,123000
1502,RL,Pave,Reg,Lvl,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,AsbShng,Plywood,None,TA,Fa,PConc,None,None,None,None,None,GasA,TA,N,SBrkr,TA,Typ,None,None,None,None,None,N,WD ,65.0,6012,4,1955,1955,0.0,0.0,1152,0.0,2,0,6,0,1955.0,0.0,0.0,0,0,82000
1310,RM,Pave,Reg,Lvl,OldTown,Artery,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,53.0,5350,7,1920,1965,0.0,624.0,1450,0.0,1,0,7,0,1935.0,1.0,288.0,0,192,132000
2598,RL,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,60.0,5400,5,1921,1968,0.0,1073.0,1073,0.0,1,0,4,0,1968.0,1.0,326.0,0,0,108480
2715,RL,Pave,IR1,Lvl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD ,71.9,9535,5,1967,1967,450.0,1176.0,1458,1.0,1,1,7,1,1967.0,2.0,512.0,284,0,165000
1810,RL,Pave,IR1,Lvl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,WD ,65.0,7441,7,2006,2006,170.0,1461.0,1486,0.0,2,0,7,0,2006.0,2.0,566.0,0,32,181000
778,RL,Pave,Reg,Lvl,Sawyer,Norm,Norm,1Fam,SLvl,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,Gd,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD ,88.0,15400,5,1961,1961,0.0,552.0,1774,0.0,2,0,8,1,1961.0,1.0,384.0,290,40,165000
339,RL,Pave,IR1,Lvl,Mitchel,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Fin,TA,TA,Y,WD ,68.0,10544,5,1969,1969,0.0,864.0,1479,0.0,2,0,8,0,1969.0,1.0,275.0,287,0,161000
2460,RL,Pave,Reg,Lvl,Somerst,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,New,85.0,10936,8,2006,2006,60.0,1504.0,1504,0.0,2,0,7,0,2006.0,2.0,510.0,144,0,199000
320,RL,Pave,Reg,Lvl,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,WD ,80.0,11316,7,2002,2003,44.0,817.0,1894,1.0,2,1,8,1,2002.0,2.0,510.0,0,40,214900
2461,FV,Pave,Reg,Lvl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,New,72.0,8640,8,2006,2006,0.0,1278.0,1278,0.0,2,0,5,0,2006.0,2.0,584.0,0,60,198600
2449,RL,Pave,Reg,Lvl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD ,93.0,12090,8,1998,1998,650.0,1141.0,2263,0.0,2,1,10,1,1998.0,2.0,420.0,144,123,258000
817,RL,Pave,Reg,Lvl,SawyerW,Feedr,Norm,Duplex,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD ,67.1,7939,7,2000,2000,23.0,1168.0,2787,2.0,4,2,8,2,2000.0,4.0,820.0,312,0,269500
1096,RL,Pave,Reg,Lvl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,66.6,7750,7,2002,2002,0.0,707.0,1414,0.0,2,1,6,1,2002.0,2.0,403.0,100,35,176000
1893,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Gd,LwQ,ALQ,GasA,Ex,Y,SBrkr,Gd,Min1,None,Attchd,RFn,TA,TA,Y,CWD,85.0,9350,6,1964,1991,108.0,1302.0,1302,0.0,2,0,7,0,1964.0,1.0,309.0,333,0,158000
479,RL,Pave,Reg,Lvl,Gilbert,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD ,66.6,7750,8,2002,2002,0.0,408.0,1419,1.0,2,1,7,1,2002.0,2.0,527.0,120,0,184100
1657,RL,Pave,IR1,Lvl,NWAmes,PosN,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Mn,ALQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,WD ,128.0,13001,6,1971,1971,176.0,1625.0,1220,0.0,2,0,6,1,1971.0,2.0,944.0,0,0,170000
937,RL,Pave,IR1,Lvl,Crawfor,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD ,84.2,13607,6,1986,1986,242.0,572.0,1982,1.0,2,1,6,1,1986.0,2.0,501.0,400,112,208000
879,RM,Pave,Reg,Lvl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,Fin,TA,TA,Y,WD ,56.6,4435,6,2003,2003,170.0,848.0,848,1.0,1,0,4,0,2003.0,2.0,420.0,140,0,140000
945,RM,Pave,IR1,HLS,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,New,44.0,3843,8,2007,2008,174.0,1596.0,1648,1.0,2,0,5,1,2007.0,2.0,482.0,162,53,230000
1010,RL,Pave,IR1,HLS,StoneBr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,65.0,5950,8,1989,1989,0.0,1337.0,1337,1.0,2,0,5,1,1989.0,2.0,462.0,0,73,188500
2861,RL,Pave,Reg,HLS,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Gd,TA,Mn,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,WD ,80.0,12400,5,1940,1950,0.0,901.0,1717,0.0,1,1,7,1,1940.0,1.0,410.0,0,0,194000
1245,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,WD ,75.0,10425,5,1956,1958,0.0,1104.0,1104,1.0,1,0,5,0,1956.0,1.0,384.0,0,0,133000
854,RL,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,BrkTil,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,92.1,16269,5,1978,1978,76.0,907.0,907,0.0,1,0,5,0,1978.0,1.0,343.0,72,0,140000
1437,RL,Pave,IR1,Lvl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,None,Attchd,RFn,TA,TA,Y,WD ,68.0,8998,7,2000,2000,120.0,782.0,1652,0.0,2,1,6,0,2000.0,2.0,532.0,0,70,207500
586,RL,Pave,Reg,Lvl,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,80.0,10400,6,1967,1997,256.0,932.0,2640,0.0,2,1,8,1,1967.0,2.0,515.0,0,120,256900
1947,RL,Pave,Reg,Lvl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,None,Detchd,Unf,TA,TA,Y,WD ,60.0,10134,5,1940,1950,0.0,735.0,1034,0.0,1,0,5,0,1940.0,1.0,240.0,0,39,109000
815,RL,Pave,Reg,Bnk,SawyerW,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,Slab,None,None,None,None,None,GasA,TA,Y,SBrkr,TA,Typ,None,Attchd,Unf,TA,TA,Y,WD ,64.0,7007,5,1979,1979,0.0,0.0,1513,0.0,2,0,8,0,1979.0,2.0,400.0,0,0,113722
831,RL,Pave,Reg,Lvl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,78.0,11645,8,2005,2006,76.0,1498.0,1498,0.0,2,0,7,1,2005.0,3.0,844.0,144,98,237000
1919,RL,Pave,Reg,Lvl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,None,2Types,RFn,TA,TA,Y,WD ,60.0,8250,5,1963,1963,0.0,1053.0,1053,1.0,1,0,6,0,1994.0,2.0,692.0,240,0,142100
2306,RL,Pave,IR1,Lvl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,TA,TA,CBlock,TA,TA,No,BLQ,Rec,GasA,Gd,Y,SBrkr,TA,Typ,None,Attchd,RFn,TA,TA,Y,WD ,76.4,11027,6,1954,1954,28.0,1178.0,1293,1.0,2,0,5,0,1954.0,2.0,452.0,280,0,149900
430,RL,Pave,Reg,Lvl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,95.0,12350,9,2008,2008,450.0,2020.0,2020,1.0,2,0,7,1,2008.0,3.0,896.0,192,98,404000
2618,RL,Pave,IR1,HLS,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,98.2,18275,7,1962,1998,0.0,1438.0,2448,1.0,3,0,9,2,1962.0,2.0,441.0,520,102,277500
